,id,main,description,icon,base,visibility,dt,timezone,name,cod,coord_lon,coord_lat,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,wind_deg,wind_gust,clouds_all,sys_country,sys_sunrise,sys_sunset,sys_type,sys_id,date_time
61,803,Clouds,broken clouds,04d,stations,10000,1719041720,19800,Baramula,200,74.3429,34.209,26.57,26.57,26.57,26.57,1006,44,1006,843,2.77,95,2.75,68,IN,1719013888,1719065866,0,0,2024-06-22 07:35:20
62,800,Clear,clear sky,01d,stations,10000,1719041720,19800,Jammu,200,74.8691,32.7357,39.53,38.44,39.53,39.53,998,19,998,957,2.62,249,2.36,9,IN,1719013997,1719065503,0,0,2024-06-22 07:35:20
63,802,Clouds,scattered clouds,03d,stations,10000,1719041720,19800,Sopur,200,74.4571,34.3182,26.86,26.81,26.86,26.86,1005,41,1005,842,2.65,135,2.97,45,IN,1719013842,1719065856,0,0,2024-06-22 07:35:20
64,804,Clouds,overcast clouds,04d,stations,10000,1719041580,19800,Srinagar,200,74.8056,34.0857,24.19,23.97,24.19,24.19,1007,50,1007,841,2.71,181,2.83,98,IN,1719013797,1719065735,0,0,2024-06-22 07:33:00
65,802,Clouds,scattered clouds,03d,stations,10000,1719041319,19800,Dhanbad,200,86.4393,23.7964,38.23,41.75,38.23,38.23,998,35,998,972,4.16,121,3.96,29,IN,1719012486,1719061460,0,0,2024-06-22 07:28:39
66,721,Haze,haze,50d,stations,5000,1719041721,19800,Jamshedpur,200,86.1854,22.8028,35.9,42.9,35.9,35.9,1000,52,0,0,1.54,230,0.0,75,IN,1719012674,1719061394,1,9121,2024-06-22 07:35:21
67,721,Haze,haze,50d,stations,5000,1719041721,19800,Ranchi,200,85.3386,23.3478,32.1,36.71,32.1,32.1,1005,58,0,0,4.12,130,0.0,75,IN,1719012808,1719061667,1,9131,2024-06-22 07:35:21
68,802,Clouds,scattered clouds,03d,stations,10000,1719041722,19800,Jamadoba,200,86.4127,23.7,39.26,42.55,39.26,39.26,997,32,997,977,4.07,110,4.01,48,IN,1719012505,1719061454,0,0,2024-06-22 07:35:22
69,802,Clouds,scattered clouds,03d,stations,10000,1719041722,19800,Belgaum,200,74.5085,15.8626,29.03,31.9,29.03,29.03,1008,65,0,0,7.2,290,0.0,40,IN,1719016311,1719063363,1,9229,2024-06-22 07:35:22
70,802,Clouds,scattered clouds,03d,stations,10000,1719041722,19800,Bellary,200,76.924,15.142,34.57,35.89,34.57,34.57,1002,38,1002,953,7.55,272,7.54,49,IN,1719015814,1719062701,0,0,2024-06-22 07:35:22
71,802,Clouds,scattered clouds,03d,stations,10000,1719041508,19800,Kanija Bhavan,200,77.5886,12.9825,27.94,29.7,26.69,29.54,1009,63,0,0,5.14,270,0.0,40,IN,1719015897,1719062298,2,2017753,2024-06-22 07:31:48
72,804,Clouds,overcast clouds,04d,stations,10000,1719041125,19800,Bidar,200,77.5273,17.9146,30.51,31.83,30.51,30.51,1002,50,1002,929,4.29,287,5.67,100,IN,1719015348,1719062876,0,0,2024-06-22 07:25:25
73,804,Clouds,overcast clouds,04d,stations,10000,1719041723,19800,Bijapur,200,75.719,16.8277,30.42,31.69,30.42,30.42,1002,50,1002,937,6.21,272,6.64,100,IN,1719015909,1719063184,0,0,2024-06-22 07:35:23
74,804,Clouds,overcast clouds,04d,stations,10000,1719041723,19800,Mandya,200,76.8951,12.5456,28.53,29.75,28.53,28.53,1005,56,1005,932,6.77,248,6.96,100,IN,1719016112,1719062416,1,9212,2024-06-22 07:35:23
75,804,Clouds,overcast clouds,04d,stations,10000,1719041629,19800,Davangere,200,75.9206,14.4661,29.49,30.9,29.49,29.49,1004,54,1004,939,7.18,246,8.32,98,IN,1719016131,1719062865,0,0,2024-06-22 07:33:49
76,804,Clouds,overcast clouds,04d,stations,10000,1719041581,19800,Gulbarga,200,76.8376,17.3358,34.31,35.45,34.31,34.31,1001,38,1001,950,5.41,274,5.74,100,IN,1719015582,1719062974,0,0,2024-06-22 07:33:01
77,803,Clouds,broken clouds,04d,stations,10000,1719041723,19800,Hospet,200,76.3871,15.2695,32.34,34.5,32.34,32.34,1003,48,1003,950,7.26,256,7.99,76,IN,1719015928,1719062844,0,0,2024-06-22 07:35:23
78,803,Clouds,broken clouds,04d,stations,5000,1719041333,19800,Hubli,200,75.138,15.3518,26.13,26.13,26.13,29.58,1007,83,0,0,4.63,250,0.0,75,IN,1719016218,1719063153,1,9222,2024-06-22 07:28:53
79,804,Clouds,overcast clouds,04d,stations,10000,1719041308,19800,Kolar,200,78.1281,13.1363,30.6,37.6,27.39,30.61,1005,95,1005,915,6.93,285,7.34,100,IN,1719015750,1719062186,2,2092936,2024-06-22 07:28:28
80,803,Clouds,broken clouds,04d,stations,8000,1719041149,19800,Mangalore,200,74.8423,12.8715,26.43,26.43,26.43,26.43,1006,89,0,0,3.09,280,0.0,75,IN,1719016568,1719062945,1,9217,2024-06-22 07:25:49
81,803,Clouds,broken clouds,04d,stations,8000,1719041724,19800,Mysore,200,76.6385,12.2927,27.98,29.53,27.98,27.98,1009,61,0,0,5.14,280,0.0,75,IN,1719016201,1719062450,1,9212,2024-06-22 07:35:24
82,802,Clouds,scattered clouds,03d,stations,10000,1719041383,19800,Raichur,200,77.3567,16.2068,34.61,36.22,34.61,34.61,1002,39,1002,958,6.81,287,7.12,43,IN,1719015588,1719062719,0,0,2024-06-22 07:29:43
83,804,Clouds,overcast clouds,04d,stations,10000,1719041556,19800,Shimoga,200,75.5694,13.9299,25.83,26.43,25.83,25.83,1006,75,1006,941,5.52,239,7.92,94,IN,1719016276,1719062889,0,0,2024-06-22 07:32:36
84,804,Clouds,overcast clouds,04d,stations,5109,1719041724,19800,Alappuzha,200,76.3311,9.4946,25.89,26.86,25.89,25.89,1007,89,1007,1006,5.38,295,6.56,100,IN,1719016581,1719062218,0,0,2024-06-22 07:35:24
85,804,Clouds,overcast clouds,04d,stations,4047,1719041332,19800,Kozhikode,200,75.7755,11.2451,28.57,35.57,28.57,28.57,1008,94,1008,1006,2.68,292,4.38,100,IN,1719016524,1719062542,1,9209,2024-06-22 07:28:52
86,804,Clouds,overcast clouds,04d,stations,7980,1719041725,19800,Kochi,200,76.2538,9.9477,24.99,25.92,24.99,24.99,1007,91,1007,1006,1.67,354,2.4,100,IN,1719016550,1719062286,1,9211,2024-06-22 07:35:25
87,804,Clouds,overcast clouds,04d,stations,6528,1719041725,19800,Kollam,200,76.5847,8.8811,25.6,26.59,25.6,25.6,1007,91,1007,1007,6.78,305,9.37,100,IN,1719016586,1719062091,0,0,2024-06-22 07:35:25
88,721,Haze,haze,50d,stations,5000,1719041179,19800,Vazhuthacaud,200,76.9476,8.4882,29.94,35.88,29.94,29.94,1007,74,0,0,4.63,280,0.0,75,IN,1719016541,1719061962,1,9226,2024-06-22 07:26:19
89,500,Rain,light rain,10d,stations,3410,1719041726,19800,Kavaratti,200,72.6167,10.5667,26.3,26.3,26.3,26.3,1006,90,1006,1006,10.26,266,13.3,100,IN,1719017356,1719063226,0,0,2024-06-22 07:35:26
90,802,Clouds,scattered clouds,03d,stations,6000,1719041552,19800,Bhopal,200,77.4029,23.2547,33.03,40.03,33.03,33.03,1003,66,0,0,4.12,340,0.0,40,IN,1719014725,1719063560,1,9063,2024-06-22 07:32:32
91,804,Clouds,overcast clouds,04d,stations,10000,1719041726,19800,Gwalior,200,78.1734,26.2298,38.19,40.88,38.19,38.19,997,33,997,975,3.47,243,3.09,99,IN,1719014149,1719063765,0,0,2024-06-22 07:35:26
92,803,Clouds,broken clouds,04d,stations,6000,1719041560,19800,Indore,200,75.8623,22.7192,31.08,36.63,31.08,31.08,1004,66,0,0,3.09,290,0.0,75,IN,1719015162,1719063862,1,9067,2024-06-22 07:32:40
93,803,Clouds,broken clouds,04d,stations,6000,1719041726,19800,Jabalpur,200,79.9359,23.1745,32.52,38.99,32.52,32.52,1002,62,0,0,2.57,330,0.0,75,IN,1719014127,1719062942,1,9066,2024-06-22 07:35:26
94,804,Clouds,overcast clouds,04d,stations,10000,1719041727,19800,Ratlam,200,75.0403,23.3303,35.9,38.28,35.9,35.9,999,38,999,947,3.46,290,4.84,100,IN,1719015282,1719064137,0,0,2024-06-22 07:35:27
95,803,Clouds,broken clouds,04d,stations,10000,1719041727,19800,Saugor,200,78.7387,23.8388,34.49,36.57,34.49,34.49,999,41,999,942,2.15,22,2.83,84,IN,1719014329,1719063314,0,0,2024-06-22 07:35:27
96,804,Clouds,overcast clouds,04d,stations,10000,1719041625,19800,Ujjain,200,75.7799,23.1847,34.8,37.45,34.8,34.8,999,42,999,946,4.57,328,4.56,100,IN,1719015123,1719063940,0,0,2024-06-22 07:33:45
97,803,Clouds,broken clouds,04d,stations,10000,1719041727,19800,Ahmednagar,200,74.7384,19.0946,31.58,32.97,31.58,31.58,1001,47,1001,931,4.55,316,5.04,72,IN,1719015878,1719063686,0,0,2024-06-22 07:35:27
98,803,Clouds,broken clouds,04d,stations,5039,1719041270,19800,Akola,200,76.9968,20.7084,29.11,33.56,29.11,29.11,1001,73,1001,970,5.15,293,6.07,82,IN,1719015140,1719063339,0,0,2024-06-22 07:27:50
99,804,Clouds,overcast clouds,04d,stations,10000,1719041728,19800,Amravati,200,77.7515,20.9333,29.3,33.6,29.3,29.3,1000,71,1000,962,0.86,342,3.75,100,IN,1719014932,1719063185,0,0,2024-06-22 07:35:28
100,721,Haze,haze,50d,stations,4000,1719041728,19800,Aurangabad,200,75.3467,19.8809,32.95,39.95,32.95,32.95,1004,66,0,0,1.03,290,0.0,75,IN,1719015637,1719063634,1,9057,2024-06-22 07:35:28
101,804,Clouds,overcast clouds,04d,stations,10000,1719041181,19800,Bhiwandi,200,73.0556,19.3023,28.0,28.63,27.95,28.0,1002,52,1002,1001,4.73,269,5.2,95,IN,1719016257,1719064115,1,9052,2024-06-22 07:26:21
102,500,Rain,light rain,10d,stations,10000,1719041728,19800,Bhusaval,200,75.7851,21.0436,28.86,32.79,28.86,28.86,1001,72,1001,978,5.14,302,7.86,100,IN,1719015390,1719063671,0,0,2024-06-22 07:35:28
103,804,Clouds,overcast clouds,04d,stations,10000,1719041380,19800,Chanda,200,79.2987,19.9508,28.46,33.1,28.46,28.46,1001,79,1001,980,2.72,268,5.98,100,IN,1719014680,1719062694,0,0,2024-06-22 07:29:40
104,804,Clouds,overcast clouds,04d,stations,10000,1719041583,19800,Kalyan,200,73.1355,19.2437,27.95,28.76,27.91,27.95,1001,54,1001,1000,4.55,261,5.18,99,IN,1719016245,1719064088,1,9052,2024-06-22 07:33:03
105,500,Rain,light rain,10d,stations,6897,1719041729,19800,Raver,200,76.1174,21.2737,28.04,31.59,28.04,28.04,1001,76,1001,972,2.26,288,4.41,100,IN,1719015282,1719063620,0,0,2024-06-22 07:35:29
106,804,Clouds,overcast clouds,04d,stations,10000,1719041729,19800,Kolhapur,200,74.2317,16.6956,29.36,32.0,29.36,29.36,1003,62,1003,943,6.29,272,7.96,99,IN,1719016281,1719063525,0,0,2024-06-22 07:35:29
107,804,Clouds,overcast clouds,04d,stations,10000,1719041282,19800,Latur,200,76.5792,18.4009,31.27,32.87,31.27,31.27,1002,49,1002,933,4.44,299,5.03,100,IN,1719015518,1719063161,0,0,2024-06-22 07:28:02
108,804,Clouds,overcast clouds,04d,stations,10000,1719041729,19800,Malegaon,200,74.5154,20.57,27.19,29.09,27.19,27.19,1002,69,1002,954,3.06,261,4.61,100,IN,1719015753,1719063918,0,0,2024-06-22 07:35:29
109,721,Haze,haze,50d,stations,2500,1719041730,19800,Chinchpokli,200,72.8364,18.9878,27.99,31.77,27.94,27.99,1002,78,0,0,2.57,10,0.0,75,IN,1719016347,1719064130,1,9052,2024-06-22 07:35:30
110,804,Clouds,overcast clouds,04d,stations,10000,1719041730,19800,Mudkhed,200,77.315,19.1602,28.85,31.88,28.85,28.85,1001,67,1001,961,2.52,333,4.24,100,IN,1719015251,1719063075,0,0,2024-06-22 07:35:30
111,803,Clouds,broken clouds,04d,stations,10000,1719041730,19800,Nashik,200,73.7769,20.0,31.14,33.93,31.14,31.14,1002,55,1002,938,6.02,275,6.11,67,IN,1719015999,1719064026,0,0,2024-06-22 07:35:30
112,804,Clouds,overcast clouds,04d,stations,10000,1719041731,19800,Parbhani,200,76.7708,19.2686,28.7,31.59,28.7,28.7,1001,67,1001,954,3.32,22,5.38,100,IN,1719015369,1719063219,0,0,2024-06-22 07:35:31
113,803,Clouds,broken clouds,04d,stations,10000,1719041581,19800,Pune,200,73.8455,18.5111,30.6,33.14,30.6,30.6,1002,56,1002,942,6.25,281,7.06,69,IN,1719016161,1719063831,2,2091543,2024-06-22 07:33:01
114,804,Clouds,overcast clouds,04d,stations,10000,1719041578,19800,Sangli,200,74.5685,16.8648,30.98,32.99,30.98,30.98,1002,52,1002,943,7.48,274,8.17,99,IN,1719016181,1719063464,0,0,2024-06-22 07:32:58
115,701,Mist,mist,50d,stations,5000,1719041731,19800,Imphal,200,93.9442,24.8081,24.96,26.12,24.96,24.96,1007,100,0,0,2.57,170,0.0,100,IN,1719010553,1719059791,1,9119,2024-06-22 07:35:31
116,501,Rain,moderate rain,10d,stations,5000,1719041731,19800,Imphal,200,93.9442,24.8081,24.96,26.12,24.96,24.96,1007,100,0,0,2.57,170,0.0,100,IN,1719010553,1719059791,1,9119,2024-06-22 07:35:31
117,211,Thunderstorm,thunderstorm,11d,stations,4000,1719041731,19800,Shillong,200,91.8968,25.574,24.0,24.39,24.0,24.0,1007,74,0,0,0.0,0,0.0,100,IN,1719010943,1719060383,1,9111,2024-06-22 07:35:31
118,721,Haze,haze,50d,stations,3000,1719041408,19800,Aizawl,200,92.7069,23.7373,28.37,30.27,28.37,28.37,1004,62,0,0,2.57,60,0.0,75,IN,1719010989,1719059948,1,9122,2024-06-22 07:30:08
119,804,Clouds,overcast clouds,04d,stations,10000,1719041732,19800,Kohima,200,94.111,25.6747,27.47,33.12,27.47,27.47,1003,97,1003,848,1.14,184,2.23,100,IN,1719010398,1719059865,1,9125,2024-06-22 07:35:32
120,721,Haze,haze,50d,stations,5000,1719041410,19800,Bhubaneswar,200,85.8334,20.2706,31.91,38.91,31.91,31.91,1000,70,0,0,1.03,190,0.0,75,IN,1719013073,1719061164,1,9113,2024-06-22 07:30:10
121,501,Rain,moderate rain,10d,stations,10000,1719041732,19800,Brahmapur,200,84.7929,19.3115,34.45,40.14,34.45,34.45,998,52,998,994,4.74,157,4.11,91,IN,1719013438,1719061298,0,0,2024-06-22 07:35:32
122,501,Rain,moderate rain,10d,stations,10000,1719041732,19800,Cuttack,200,85.7881,20.5229,32.03,33.08,32.03,32.03,998,44,998,993,2.88,192,3.51,97,IN,1719013053,1719061206,1,9113,2024-06-22 07:35:32
123,500,Rain,light rain,10d,stations,10000,1719041733,19800,Puri,200,85.8249,19.7983,32.19,39.19,32.19,32.19,999,67,999,997,5.9,179,5.8,97,IN,1719013132,1719061109,1,9113,2024-06-22 07:35:33
124,803,Clouds,broken clouds,04d,stations,10000,1719041733,19800,Banposh,200,84.8641,22.225,37.49,41.05,37.49,37.49,997,37,997,976,2.03,148,2.92,60,IN,1719013064,1719061639,0,0,2024-06-22 07:35:33
125,804,Clouds,overcast clouds,04d,stations,10000,1719041734,19800,Sambalpur,200,83.9905,21.4781,33.44,40.44,33.44,33.44,998,65,998,981,4.32,187,4.25,99,IN,1719013367,1719061755,1,9120,2024-06-22 07:35:34
126,721,Haze,haze,50d,stations,4500,1719041734,19800,Brajarajnagar,200,83.92,21.82,33.16,40.16,33.16,33.16,999,79,0,0,1.54,330,0.0,75,IN,1719013341,1719061814,1,9120,2024-06-22 07:35:34
127,802,Clouds,scattered clouds,03d,stations,10000,1719041734,19800,Talcher,200,85.23,20.95,35.9,40.79,35.9,35.9,998,45,998,989,0.97,187,1.27,50,IN,1719013134,1719061392,0,0,2024-06-22 07:35:34
128,801,Clouds,few clouds,02d,stations,6000,1719041381,19800,Puducherry,200,79.8306,11.9341,36.21,41.09,36.21,36.21,1003,44,0,0,4.12,290,0.0,20,IN,1719015475,1719061644,1,9224,2024-06-22 07:29:41
129,800,Clear,clear sky,01d,stations,10000,1719041735,19800,Abohar,200,74.1955,30.1445,40.61,40.25,40.61,40.61,998,20,998,977,2.05,300,3.04,0,IN,1719014553,1719065271,0,0,2024-06-22 07:35:35
130,803,Clouds,broken clouds,04d,stations,6000,1719041735,19800,Amritsar,200,74.8753,31.6223,37.93,42.82,36.86,37.93,1001,39,0,0,2.06,140,0.0,75,IN,1719014168,1719065330,1,9157,2024-06-22 07:35:35
131,800,Clear,clear sky,01d,stations,10000,1719041736,19800,Hoshiarpur,200,75.9864,31.4632,40.32,40.16,40.32,40.32,997,21,997,965,3.61,274,2.58,0,IN,1719013926,1719065039,0,0,2024-06-22 07:35:36
132,800,Clear,clear sky,01d,stations,10000,1719041342,19800,Ludhiana,200,75.8516,30.909,39.87,39.82,39.87,39.87,998,22,998,972,3.56,306,2.83,0,IN,1719014042,1719064987,0,0,2024-06-22 07:29:02
133,800,Clear,clear sky,01d,stations,10000,1719041736,19800,Pathankot,200,75.6529,32.2748,39.89,39.53,39.89,39.89,998,21,998,962,1.67,236,2.83,9,IN,1719013881,1719065243,0,0,2024-06-22 07:35:36
134,800,Clear,clear sky,01d,stations,10000,1719041365,19800,Patiala,200,76.3919,30.3423,40.01,40.38,40.01,40.01,998,23,998,970,2.67,303,2.62,10,IN,1719013996,1719064773,0,0,2024-06-22 07:29:25
135,802,Clouds,scattered clouds,03d,stations,10000,1719041736,19800,Ajmer,200,74.6387,26.4521,39.41,39.14,39.41,39.41,998,22,998,947,2.31,229,2.18,38,IN,1719014967,1719064644,0,0,2024-06-22 07:35:36
136,802,Clouds,scattered clouds,03d,stations,10000,1719041737,19800,Alwar,200,76.6102,27.5663,40.44,41.44,40.44,40.44,997,24,997,968,2.15,27,2.7,34,IN,1719014341,1719064323,0,0,2024-06-22 07:35:37
137,800,Clear,clear sky,01d,stations,10000,1719041737,19800,Bharatpur,200,77.4928,27.2153,41.5,43.23,41.5,41.5,997,24,997,977,2.94,335,2.09,6,IN,1719014178,1719064063,0,0,2024-06-22 07:35:37
138,800,Clear,clear sky,01d,stations,10000,1719041193,19800,Bhilwara,200,74.636,25.348,39.08,40.26,39.08,39.08,999,27,999,954,4.98,341,3.63,6,IN,1719015116,1719064496,0,0,2024-06-22 07:26:33
139,800,Clear,clear sky,01d,stations,10000,1719041737,19800,Bikaner,200,73.315,28.0176,40.51,40.45,40.51,40.51,998,21,998,973,2.04,358,1.29,0,IN,1719015069,1719065177,0,0,2024-06-22 07:35:37
140,721,Haze,haze,50d,stations,5000,1719041738,19800,Rambagh,200,75.7879,26.9133,34.68,39.56,34.68,34.68,1003,49,0,0,1.54,0,0.0,40,IN,1719014629,1719064431,1,9170,2024-06-22 07:35:38
141,803,Clouds,broken clouds,04d,stations,10000,1719041738,19800,Ratanada,200,73.0059,26.2684,38.04,40.59,38.04,38.04,998,33,998,973,4.78,223,3.9,62,IN,1719015384,1719065011,0,0,2024-06-22 07:35:38
142,803,Clouds,broken clouds,04d,stations,10000,1719041738,19800,Kota,200,75.8391,25.1825,36.35,39.14,36.35,36.35,998,38,998,970,4.29,79,3.86,71,IN,1719014849,1719064186,0,0,2024-06-22 07:35:38
143,804,Clouds,overcast clouds,04d,stations,10000,1719041738,19800,Pali,200,73.3206,25.7751,34.71,37.9,34.71,34.71,999,44,999,975,3.26,281,3.73,100,IN,1719015375,1719064869,0,0,2024-06-22 07:35:38
144,721,Haze,haze,50d,stations,5000,1719041265,19800,Rambagh,200,75.7934,26.8756,34.78,39.78,34.78,34.78,1003,49,0,0,1.54,0,0.0,40,IN,1719014633,1719064424,1,9170,2024-06-22 07:27:45
145,801,Clouds,few clouds,02d,stations,10000,1719041617,19800,Sikar,200,75.1396,27.6092,40.21,39.37,40.21,40.21,997,19,997,952,3.39,357,3.03,24,IN,1719014688,1719064682,0,0,2024-06-22 07:33:37
146,801,Clouds,few clouds,02d,stations,10000,1719041739,19800,Tonk,200,75.7861,26.1687,39.87,41.24,39.87,39.87,997,26,997,968,1.62,59,1.86,21,IN,1719014730,1719064330,0,0,2024-06-22 07:35:39
147,802,Clouds,scattered clouds,03d,stations,10000,1719041466,19800,Udaipur,200,73.6863,24.5787,36.47,34.92,36.47,36.47,998,21,998,936,1.77,349,3.55,27,IN,1719015446,1719064623,1,9072,2024-06-22 07:31:06
148,803,Clouds,broken clouds,04d,stations,10000,1719041396,19800,Gangtok,200,88.6078,27.325,24.87,25.55,24.87,24.87,1005,82,1005,852,1.98,189,1.58,77,IN,1719011495,1719061410,0,0,2024-06-22 07:29:56
149,802,Clouds,scattered clouds,03d,stations,6000,1719041739,19800,Chetput,200,80.2484,13.0846,34.86,41.86,33.9,36.04,1001,62,0,0,5.66,280,0.0,40,IN,1719015247,1719061671,2,2093935,2024-06-22 07:35:39
150,801,Clouds,few clouds,02d,stations,8000,1719041740,19800,Coimbatore,200,76.9661,11.0055,31.85,35.33,31.85,31.85,1006,55,0,0,3.6,210,8.75,20,IN,1719016264,1719062230,1,9206,2024-06-22 07:35:40
151,804,Clouds,overcast clouds,04d,stations,10000,1719041306,19800,Cuddalore,200,79.7614,11.7535,36.21,43.21,36.21,36.21,1003,53,1003,1002,3.09,230,4.01,100,IN,1719015511,1719061641,1,9224,2024-06-22 07:28:26
152,804,Clouds,overcast clouds,04d,stations,10000,1719041740,19800,Dindigul,200,77.9758,10.3629,33.22,35.09,33.22,33.22,1004,44,1004,973,2.62,280,3.59,100,IN,1719016092,1719061917,0,0,2024-06-22 07:35:40
153,804,Clouds,overcast clouds,04d,stations,10000,1719041334,19800,Karur,200,78.0808,10.9596,34.3,36.79,34.3,34.3,1004,43,1004,990,7.87,261,8.37,100,IN,1719016002,1719061957,0,0,2024-06-22 07:28:54
154,804,Clouds,overcast clouds,04d,stations,10000,1719041740,19800,Kanchipuram,200,79.7195,12.8696,34.13,34.03,33.49,34.13,1000,33,1000,992,4.18,279,5.69,100,IN,1719015398,1719061774,2,2095141,2024-06-22 07:35:40
155,500,Rain,light rain,10d,stations,10000,1719041627,19800,Kumbakonam,200,79.3821,10.9604,33.37,34.38,33.37,35.24,1002,40,1002,999,5.94,264,6.96,100,IN,1719015689,1719061645,2,2093539,2024-06-22 07:33:47
156,802,Clouds,scattered clouds,03d,stations,7000,1719041741,19800,Madurai,200,78.1196,9.9173,35.97,42.62,35.97,35.97,1003,49,0,0,4.12,300,0.0,40,IN,1719016106,1719061835,1,9216,2024-06-22 07:35:41
157,804,Clouds,overcast clouds,04d,stations,10000,1719041741,19800,Nagercoil,200,77.4344,8.1773,25.43,26.3,25.43,25.43,1006,87,1006,1002,6.02,296,11.24,100,IN,1719016458,1719061812,0,0,2024-06-22 07:35:41
158,804,Clouds,overcast clouds,04d,stations,10000,1719041741,19800,Rajapalaiyam,200,77.5561,9.4511,32.55,34.88,32.55,32.55,1005,48,1005,986,5.15,276,5.56,93,IN,1719016291,1719061919,0,0,2024-06-22 07:35:41
159,802,Clouds,scattered clouds,03d,stations,7000,1719041742,19800,Salem,200,78.1587,11.6512,31.15,38.0,31.15,31.15,1004,70,0,0,1.54,300,0.0,40,IN,1719015907,1719062014,1,9223,2024-06-22 07:35:42
160,501,Rain,moderate rain,10d,stations,10000,1719041605,19800,Thanjavur,200,79.1381,10.786,33.52,40.52,33.19,35.18,1002,63,1002,996,6.47,255,7.2,100,IN,1719015767,1719061685,2,2093539,2024-06-22 07:33:25
161,803,Clouds,broken clouds,04d,stations,6000,1719041742,19800,Tiruchirappalli,200,78.6965,10.8155,35.03,41.55,34.9,35.03,1003,52,0,0,7.72,280,12.86,75,IN,1719015870,1719061794,1,9227,2024-06-22 07:35:42
162,804,Clouds,overcast clouds,04d,stations,10000,1719041742,19800,Tirunelveli,200,77.6845,8.7252,30.32,33.03,30.32,30.32,1005,58,1005,1000,6.14,258,7.4,90,IN,1719016339,1719061810,0,0,2024-06-22 07:35:42
