,id,main,description,icon,base,visibility,dt,timezone,name,cod,coord_lon,coord_lat,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,wind_deg,wind_gust,clouds_all,sys_country,sys_sunrise,sys_sunset,sys_type,sys_id,date_time
40,804,Clouds,overcast clouds,04d,stations,2500,1723281425,19800,Ahmedabad,200,72.5873,23.0258,28.01,31.82,28.01,28.01,1004,78,1004,998,7.2,290,0.0,100,IN,1723250653,1723297554,1,9049,2024-08-10 09:17:05
41,804,Clouds,overcast clouds,04d,stations,10000,1723281426,19800,Bhavnagar,200,72.1525,21.7745,32.17,36.57,32.17,32.17,1005,57,1005,1002,7.66,259,8.75,100,IN,1723250858,1723297558,0,0,2024-08-10 09:17:06
42,804,Clouds,overcast clouds,04d,stations,10000,1723281426,19800,Bhuj,200,69.6693,23.254,31.88,35.94,31.88,31.88,1004,57,1004,993,10.18,246,10.34,98,IN,1723251335,1723298272,0,0,2024-08-10 09:17:06
43,804,Clouds,overcast clouds,04d,stations,2500,1723281426,19800,Gandhinagar,200,72.6833,23.2167,27.99,31.77,27.99,27.99,1004,78,1004,997,7.2,290,0.0,100,IN,1723250614,1723297546,1,9049,2024-08-10 09:17:06
44,804,Clouds,overcast clouds,04d,stations,10000,1723281426,19800,Gandevi,200,72.9167,20.85,27.94,31.8,27.94,27.94,1006,79,1006,1005,6.52,241,9.11,97,IN,1723250747,1723297302,1,9071,2024-08-10 09:17:06
45,804,Clouds,overcast clouds,04d,stations,10000,1723281426,19800,Porbandar,200,69.6009,21.6413,28.6,32.91,28.6,28.6,1006,76,1006,1005,8.29,249,10.25,99,IN,1723251481,1723298159,0,0,2024-08-10 09:17:06
46,804,Clouds,overcast clouds,04d,stations,10000,1723281426,19800,Rajkot,200,70.7932,22.2916,31.38,34.89,31.38,31.38,1005,57,1005,990,8.81,251,9.71,87,IN,1723251143,1723297925,0,0,2024-08-10 09:17:06
47,721,Haze,haze,50d,stations,5000,1723281426,19800,Surat,200,72.8302,21.1959,27.9,31.56,27.9,27.9,1006,78,1006,1003,5.14,270,0.0,100,IN,1723250741,1723297349,1,9071,2024-08-10 09:17:06
48,501,Rain,moderate rain,10d,stations,5000,1723281426,19800,Surat,200,72.8302,21.1959,27.9,31.56,27.9,27.9,1006,78,1006,1003,5.14,270,0.0,100,IN,1723250741,1723297349,1,9071,2024-08-10 09:17:06
49,721,Haze,haze,50d,stations,5000,1723281354,19800,Vadodara,200,73.2081,22.2994,29.96,35.93,29.96,29.96,1004,74,1004,1000,2.06,240,0.0,75,IN,1723250562,1723297346,1,9060,2024-08-10 09:15:54
50,803,Clouds,broken clouds,04d,stations,10000,1723281426,19800,Ambala,200,76.7978,30.361,34.0,39.44,34.0,34.0,1000,53,1000,970,4.74,135,5.17,70,IN,1723249006,1723297180,0,0,2024-08-10 09:17:06
51,804,Clouds,overcast clouds,04d,stations,10000,1723281426,19800,Bhiwani,200,76.1397,28.793,34.99,41.05,34.99,34.99,999,51,999,975,1.09,4,1.83,99,IN,1723249308,1723297194,0,0,2024-08-10 09:17:06
52,500,Rain,light rain,10d,stations,10000,1723281427,19800,Faridabad,200,77.3132,28.4112,30.16,32.93,30.16,30.16,1000,59,1000,977,1.85,87,1.6,98,IN,1723249061,1723296878,1,9165,2024-08-10 09:17:07
53,701,Mist,mist,50d,stations,3000,1723281427,19800,Gurgaon,200,77.0264,28.4601,30.01,37.01,30.01,30.01,999,79,999,975,2.06,150,0.0,75,IN,1723249125,1723296951,1,9165,2024-08-10 09:17:07
54,501,Rain,moderate rain,10d,stations,3000,1723281427,19800,Gurgaon,200,77.0264,28.4601,30.01,37.01,30.01,30.01,999,79,999,975,2.06,150,0.0,75,IN,1723249125,1723296951,1,9165,2024-08-10 09:17:07
55,804,Clouds,overcast clouds,04d,stations,10000,1723281427,19800,Hisar,200,75.7229,29.1539,34.57,40.43,34.57,34.57,1000,52,1000,976,1.06,151,1.28,100,IN,1723249375,1723297326,0,0,2024-08-10 09:17:07
